title,url,summary,category,source,full_content
"Stop worrying, America. Just keep watching The Trump Show",https://edition.cnn.com/2025/05/07/business/trump-trade-deal-reality-show-nightcap,,business,cnn,"On Tuesday’s episode of the Donald Trump reality TV show, the president of the United States teased “a very, very big announcement… like, as big as it gets” in the coming days. “I won’t tell you on what, but it’s… very positive,” he told reporters in the Oval Office. “It’ll be one of the most important announcements that have been made in many years about a certain subject, a very important subject.” He initially hinted that it may be a trade deal, but also said it may not be a trade deal. Later, speaking at a Milken Institute event, Trump said, “It’s not about trade…it’s going to be a truly earth-shattering and positive development for this country.” So, not a trade deal. But it’s big. And it’s coming soon. This Thursday or Friday. Or Monday, Trump said. It was hard not to laugh as Trump, hosting the newly elected and exceptionally even-keeled Canadian prime minister, reverted to his network TV roots with the presidential equivalent of a tease before the commercial break: Stay tuned, America — what happens next will blow your mind! This is all part of the show Trump and his advisers have been putting on over the past month. Trust us, deals are coming. Trust us, this economic pain is for your own good. Trust us, your kids don’t need as many toys as you think they do. Trust us (a bunch of ex-bankers and one bankrupt casino mogul), Wall Street’s opinion doesn’t matter. Trust. Us. That’s becoming a harder sell by the day. The White House has produced a total of *checks notes* zero trade deals, or even concepts of a trade deal, in the month since Trump’s tariff regime has been in place. Trump also appears to have lied about receiving a call from Xi Jinping, China’s president, about trade negotiations — Treasury Secretary Scott Bessent said under oath Tuesday that no such talks had begun. (Update: As of Tuesday evening, officials said Bessent and the US trade representative would meet with their Chinese counterparts during a trip to Switzerland this week.) And out of nowhere, Trump announced a vague plan for 100% tariffs on movies produced overseas — potentially opening a new front in his trade war that had, up until now, been limited to the exchange of goods, not services. It’s no surprise, then, that business leaders aren’t super trusting right now. While Trump and Co. wait for the world to bend the knee, the rest of the world has to do business blindfolded. Many US importers have simply canceled shipments from China rather than pay the 145% tariffs that Trump is imposing on most Chinese imports. Cargo coming into the port of Los Angeles from China has fallen by half, which means shoppers can expect shortages on certain items and higher prices in just a matter of weeks. As the days drag on, with no major trade deals to alleviate the impact of tariffs, it’s worth questioning whether the dealmaker-in-chief actually wanted trade deals or just the spectacle of playing hardball with powerful heads of state and titans of industry. During his meeting with Canadian Prime Minister Mark Carney on Tuesday, Trump said he could sign a couple dozen deals at any time and wished everyone would just chill with all the deal talk. “I wish they’d… you know, stop asking, ‘How many deals are you signing this week?’ Because one day we’ll come and we’ll give you 100 deals.” He’s saying, in other words: You know this business thing I told you I was the best at — this thing I supposedly wrote a book about? Yeah, don’t worry about that. The deals will come, or they won’t, and it will be everyone else’s fault if they don’t come together. In another telling moment, a reporter asked whether there was anything the Canadian leader could say on Tuesday that would persuade Trump to reduce tariffs on Canadian goods. “No,” Trump said. “Why not?” the reporter asked. “Just the way it is.” Of course, it’s not just the way it is — it is a choice Trump made, premised on a false belief that the US has been the victim of Canada’s exploitative trade practices. (Yes, Canada! The world’s nicest neighbors.) The reality is that the US and Canada have had a mutually beneficial trade relationship for decades. The reality is that our trade deficit with Canada is relatively tiny. The reality is that the US auto industry Trump claims to support depends deeply on free cross-border trade with Canada and Mexico. That’s the same reality in which the US economy is contracting and America’s credibility as the cornerstone of global finance is being shaken. It is not the same reality as the TV show variety Trump seems to live in."
The Fed faces two potential economic crises. It can prioritize just one,https://edition.cnn.com/2025/05/07/economy/fed-rate-decision-may,,business,cnn,"President Donald Trump’s sweeping economic agenda is putting the Federal Reserve in a difficult situation it hasn’t confronted in decades. The topic is front and center for central bank officials as they convene for their two-day policy meeting this week. Trump has plunged the United States into an erratic trade war that threatens higher inflation and rising unemployment. The Fed may now have to choose between saving jobs or fighting inflation. If it lowers rates to guard against an economic downturn from Trump’s tariffs, that could potentially push up inflation. Yet if it raises rates to discourage a potential surge in inflation from Trump’s trade agenda, that could trigger an increase in joblessness. However, the most likely scenario is that the Fed will announce Wednesday that it is holding its benchmark lending rate steady at a range of 4.25% to 4.5%, extending a pause that began in January. “The Fed is caught in this wait-and-see approach, and the next round of data should swing them one way or the other, whether it’s to cut rates and support the economy or stay on hold to guard against additional inflation,” Dominic Pappalardo, chief multi-asset strategist at Morningstar Wealth, told CNN. “Once we get to early June, the economic data should give much greater insight on the impact of tariffs,” he said. For his part, Trump has accused the Fed of being behind the curve, ratcheting up pressure on the central bank in recent weeks to lower borrowing costs and attacking Chair Jerome Powell. Stagflation, the two-headed beast Trump’s tariffs could lead to “stagflation,” a toxic combination of stagnant growth and rising inflation that plagued the Fed in the 1970s and early 1980s. Economists — and Powell himself — have nodded to that possibility in recent remarks, with the Fed chair saying in an April 16 speech that “we may find ourselves in the challenging scenario in which our dual-mandate goals are in tension.” But how Fed officials ultimately react to the fallout of Trump’s tariffs will depend on a lot of factors and nuances, including whether or not any spike in inflation is temporary. “I’m willing to look through whatever tariff price effects there are,” Fed Governor Christopher Waller told Bloomberg last month. “I’m not going to overreact to any increase in inflation that I think is attributable to the tariffs.” However, if unemployment drops considerably, Waller said that it “is important that we step in.” So far, America’s job market remains in good shape: In April, employers added a stronger-than-expected 177,000 jobs and the unemployment rate held steady at a low 4.2%. But some economists doubt that resilience will persist, with employers feeling paralyzed by Trump’s confusing on-again off-again tariff blitz. Trump’s trade war has already weighed on economic growth: Gross domestic product, which captures all the goods and services produced in the economy, contracted at an annualized rate of 0.3% in the beginning of the year on a surge in imports as Americans rushed to beat Trump’s tariffs, the first quarterly decline since 2022. Still, Fed officials have said in recent speeches they require additional economic data to guide their upcoming decisions in the face of swirling uncertainty. “To me, this is a good moment for us to take our time and make sure we’re moving in the right direction,” Cleveland Fed President Beth Hammack told CNBC in an April 24 interview. “You’ve seen that this is not a Fed that’s afraid of moving quickly if we need to move quickly,” she said. In 2022, when inflation was running at 40-year highs, the Fed was hiking aggressively by as much as three-quarters of a point at some meetings. Trump has said he wants Powell out As the Fed faces what could become a complicated economic puzzle, the central bank’s longstanding independence has also come under threat. Trump is a vocal critic of the Fed, usually slamming the central bank for not lowering borrowing costs whenever he sees fit. His criticism of the Fed goes as far back as his first term and it’s also usually coupled with jabs at Powell. On several occasions over the past several weeks, Trump has torn into Powell, calling him a “major loser” and accusing him of not lowering borrowing costs for political reasons. At an Oval Office event on April 17, Trump said “if I want him out, he’ll be out of there real fast, believe me.” But after that public tirade against Powell, top administration officials warned Trump of the chaos that could unfold in financial markets if he proceeds with sacking the Fed chief. Since then, Trump has softened his tone on Powell, saying he won’t try to fire him. In an NBC interview that aired Sunday, he reiterated that stance, adding that he’ll “get to change him very quickly anyway.” Powell’s term ends in May 2026. Powell has said the law does not give Trump the authority to remove any Fed official, including himself, without pointing to a justifiable cause. He is scheduled to take questions from reporters at a news conference at 2:30 p.m. ET."
Trump’s team is finally meeting with China. The future of the global economy is riding on its success,https://edition.cnn.com/2025/05/06/business/us-china-trade-talks-switzerland-hnk-intl,,business,cnn,"US President Donald Trump’s top trade officials will meet with their Chinese counterparts this week to discuss a de-escalation of their increasingly ugly and damaging trade war. The future of the global economy is riding on their success. The trade talks, the first in-person meeting between Chinese and American officials since the tit-for-tat tariff escalation kicked off in earnest in March, are unlikely to result in a trade deal, Treasury Secretary Scott Bessent said Tuesday. But tariffs have reached such a high level that trade between the two countries has dropped off dramatically. Any thaw in the trade war could be a welcome sign for businesses and consumers in both countries and around the globe. “The main objective of this meeting is to establish the conditions for a deal to be reached, including by defining what is feasible to be agreed upon and what isn’t,” said Alfredo Montufar-Helu, head of the Conference Board’s China Center. “There might be some quick wins, like a temporal pause of tariffs, which would bring much needed relief to businesses from both countries.” The United States has placed at least a 145% tariff on most Chinese imports, and China has responded with a 125% tariff on some US imports. The last tariff-free ships — those on the water when the tariffs were announced — have almost all docked, and the first ships with goods that will be subject to tariffs are arriving at the ports. That means businesses in China and the United States will soon face a difficult decision: pay a tariff that more than doubles the cost of the imported goods, or stop selling them altogether. That means consumers are weeks away from experiencing higher prices and some shortages. The punishing tariffs have already damaged both economies. The US economy went into reverse in the first quarter, its first contraction in three years, as businesses stockpiled goods in anticipation of Trump’s “Liberation Day” tariffs, which began in the second quarter. Meanwhile, China’s factory activity contracted at its fastest pace in 16 months in April, and the government is expected to inject the economy with more stimulus measures. Although the China-US trade standoff is by far the most aggressive, Trump has imposed large tariffs on most other countries around the world too: a 10% universal tariff on virtually all goods entering the United States, plus 25% tariffs on steel, aluminum, autos, auto parts and some goods from Mexico and Canada. So the world is watching the talks with anticipation. Global economists at the International Monetary Fund, OECD and World Bank have all predicted that Trump’s trade war would have disastrous effects on the global economy, slowing growth dramatically in some countries, while reigniting inflation. The United States is expected to be among the hardest-hit economies as other nations, including China, retaliate against it with higher tariffs. Many US economists and large banks predict the United States could enter a recession this year. A noticeable thaw Bessent and US Trade Representative Jamieson Greer will both travel to Geneva, Switzerland, where they will meet the Chinese officials, authorities announced Tuesday. In an interview with Fox News, Bessent Tuesday said the talks represent a first step, but he tried to downplay expectations for a deal. “My sense is that this will be about de-escalation, not about the big trade deal … but we’ve got to de-escalate before we can move forward,” Bessent said. Despite ongoing tensions, both countries have signaled for several weeks that the current standoff is unsustainable. Bessent and Trump have both acknowledged the tariffs are too high. In an interview with NBC News last week, Trump said he would lower tariffs on China “at some point.” China has largely stood firm against Trump, denying his refrains that the countries were in active negotiations — a denial that Bessent concurred with under oath in congressional testimony Tuesday. China shifted its tone slightly last week, saying it was reviewing proposals by the United States to begin trade talks – but it has remained defiant in its criticism of Trump’s trade policies. “We have also stated many times that China is open to dialogue, but any dialogue must be based on equality, respect, and mutual benefit,” said Lin Jian, spokesman for China’s foreign ministry on Wednesday. “Any form of pressure or coercion is unacceptable to China.” Although Beijing has been projecting an aura of strength, its economy is starting to take a beating. On Wednesday, the People’s Bank of China, the central bank, said it would cut the amount of cash that banks must keep in reserve by half a percentage point, in an effort to promote economic growth by boosting liquidity. The bank’s governor, Pan Gongsheng, also announced a 0.1-percentage-point reduction to the seven-day reverse repurchase rate, which will result in a cut to an important interest rate that influences mortgages. Wall Street welcomed the news: Markets rose on reports of the talks. Dow futures were up more than 300 points, or 0.8%. Futures for the broader S&P 500 rose 0.7% and Nasdaq futures were 0.7% higher. Asian markets were modestly higher on Wednesday. Trade comes to a near-halt As Chinese authorities frequently say in their statements about Trump’s tariffs: No one wins in a trade war. That has become evident in recent weeks as high tariffs imposed significant damage on both economies and effectively froze trade. The number of cargo ships headed from China to the United States fell 60% in April, according to Flexport, a logistics and freight forwarding broker. JPMorgan estimates Chinese imports into the United States will plunge by as much as 80% by the second half of the year. “A 60% decline in containers means 60% less stuff arriving,” Flexport CEO Ryan Petersen told CNN’s Pamela Brown Tuesday. “It’s only a matter of time before they sell through existing inventory, and then you’ll see shortages. And that’s when you see price hikes.” The Port of Los Angeles had expected 80 ships to arrive in May, but 20% of those have been canceled, its executive director Gene Seroka told CNN Tuesday. Customers have already canceled 13 sailings for June. “This week, we’re down about 35% compared to the same time last year, and these cargo ships coming in are the first ones to be attached to the tariffs that were levied against China and other locations last month,” Seroka said. “That’s why the cargo volume is so light.” Despite the increasingly dire warnings and economic turmoil, the two countries remain quite far from a deal. Both sides have dug in, saying they’ll need major concessions at the outset to begin negotiations. Bessent has said it could take two to three years for trade to normalize with China. So much is riding on the Switzerland talks. Even without a trade deal in hand, the face-to-face discussions are encouraging. With the two countries inflicting so much damage on themselves, they have left very little choice other than to start the thawing process. “At some point, I’m going to lower them because otherwise you could never do business with them,” Trump said in an interview with NBC’s “Meet the Press with Kristen Welker,” which taped on Friday. “They want to do business very much … their economy is collapsing.”"
Big changes are coming to Netflix,https://edition.cnn.com/2025/05/07/media/netflix-new-home-page-ai-search-vertical-video,,business,cnn,"Netflix is getting its first facelift in 12 years. The streaming giant on Wednesday announced a major overhaul of its home page, the first redesign since it unveiled its current home page in November 2013. Additionally, the streamer announced it will begin testing generative AI-boosted search and a TikTok-like vertical video feed on mobile. While Netflix emphasized that these will initially be considered “small tests,” meaning that not all Netflix users will initially receive the tools, the global scale of the tests suggests a much larger undertaking. The streamer’s sleek new TV home page will move its main menu from the left-hand side to the middle of the page, similar to rival Apple TV. Content descriptions will appear more compact, and recommendations will be more personalized in real-time based on browsing behavior and the viewing time of day, the company said. Signaling the streaming giant’s ambitions outside of TV and film, the new menu will also emphasize more of Netflix’s live events and gaming offerings, especially for users who have indicated a preference for such content. Netflix Chief Product Officer Eunice Kim and Chief Technology Officer Elizabeth Stone revealed the new home page, along with the generative AI search tools and vertical video beta, to reporters on Tuesday during the company’s first-ever virtual “Product & Tech” event. Netflix has been working on the new home page since last year, Kim told reporters, adding that the company will roll out the experiences “in the next weeks and months.” The first step of Netflix’s foray into generative AI-boosted search will come via an opt-in beta test on mobile. Users will be able to discover content using “natural conversational phrases like ‘I want something funny and upbeat,’” the company said. Netflix will begin testing the mobile vertical video feature in the coming weeks. The TikTok-like feed will contain clips from Netflix shows and movies, offering users bite-sized samples of content to scroll through for discovery, with programming just a tap away. The announcement comes less than three weeks after Netflix reported record profits during its latest quarterly report, assuaging investors’ anxieties in the face of economic chaos born from President Trump’s tariffs. Notably, however, Netflix’s announcement comes just over one week before its May 14 upfront, when it will showcase its slate of offerings to advertisers. While Kim noted that “this wasn’t … timed to influence the upfronts,” the rebrand, coupled with Netflix’s recent performance, is sure to stir up excitement even as advertisers appear sheepish in the face of economic headwinds."
